Name,URL,Cuisine,Ingredients
Danish Peppernut Christmas Cookies (Pebernodder),https://www.allrecipes.com/recipe/147068/danish-peppernut-christmas-cookies-pebernodder/,Danish,"['1 cup butter, softened', '1 cup white sugar', '2  eggs', '1 teaspoon ground cardamom', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '¼ teaspoon ground cloves', '1 teaspoon salt', '2 ¾ cups all-purpose flour, or as needed']"
Fastelavnsboller (Fastelavn Buns),https://www.allrecipes.com/recipe/136587/fastelavnsboller-fastelavn-buns/,Danish,"['3 (0.6 ounce) cakes compressed fresh yeast', '1 cup warm milk (110 degrees F/45 degrees C)', '½ cup melted butter', '2  eggs', '1 ½ teaspoons salt', '2 teaspoons white sugar', '4 cups all-purpose flour, or as needed', '1 cup milk', '1 tablespoon cornstarch', '2  eggs', '2 tablespoons white sugar', '1 teaspoon vanilla extract', '1  beaten egg', ""¾ cup confectioners' sugar"", '1 tablespoon hot water', '2 tablespoons cocoa powder']"
Laura's Famous Aebleskiver,https://www.allrecipes.com/recipe/204241/lauras-famous-aebleskiver/,Danish,"['2 cups white flour', '1 teaspoon salt', '1 teaspoon baking soda', '2 cups buttermilk', '3  eggs, separated']"
Danish Ebelskiver,https://www.allrecipes.com/recipe/219679/danish-ebelskiver/,Danish,"['3  eggs, separated', '2 cups half-and-half cream', '2 teaspoons white sugar', '½ teaspoon salt', '2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1 tablespoon melted butter, or as needed']"
What Is a Kringle and How Do You Make One?,https://www.allrecipes.com/article/what-is-a-kringle/,Danish,[]
Dilled Shrimp (Rejer),https://www.allrecipes.com/recipe/139580/dilled-shrimp-rejer/,Danish,"['2 quarts water', '¼ cup coarse salt', '⅓ cup white sugar', '5 sprigs dill', '2 pounds medium shrimp, with shells', '2 tablespoons vegetable oil', '1 tablespoon white wine vinegar', '1 tablespoon minced dill', '¼ teaspoon salt', '¼ teaspoon pepper']"
Danish Butter Cookies,https://www.allrecipes.com/recipe/277786/danish-butter-cookies/,Danish,"['4 cups all-purpose flour', '¾ cup white sugar', '1 teaspoon baking soda', '1 pound unsalted Danish butter (such as Lurpak® or Plugrá®), room temperature', '1 large egg, beaten', '1 cup turbinado sugar', '1 (8 ounce) package semisweet chocolate bar (such as Ghirardelli®), chopped', '2 tablespoons flaky sea salt']"
Danish Spiced Rye Bread (Sigtebrod),https://www.allrecipes.com/recipe/139542/danish-spiced-rye-bread-sigtebrod/,Danish,"['1 cup milk', '1 cup water', '3 tablespoons butter', '½ cup light molasses', '⅓ cup white sugar', '1 tablespoon grated orange zest', '1 tablespoon fennel seed', '1 tablespoon anise seed', '1 tablespoon caraway seed', '1 tablespoon cardamom', '1 teaspoon salt', '2 (.25 ounce) packages active dry yeast', '¼ cup warm water (110 degrees F/45 degrees C)', '2 cups rye flour', '5 cups all-purpose flour', '3 tablespoons butter, melted']"
Danish Oatmeal Cookies,https://www.allrecipes.com/recipe/214068/danish-oatmeal-cookies/,Danish,"['1 cup all-purpose flour', '½ teaspoon baking soda', '¼ teaspoon salt', '1 cup butter, softened', ""1 cup confectioners' sugar"", '2 teaspoons vanilla extract', '1 cup oatmeal', '1 cup chopped pecans', ""1 tablespoon confectioners' sugar, or as needed""]"
Apple Danish with Crescent Roll Dough,https://www.allrecipes.com/recipe/283014/apple-danish-with-crescent-roll-dough/,Danish,"['  cooking spray', '½ cup brown sugar', '1 teaspoon ground cinnamon', '2 (8 ounce) packages refrigerated crescent roll dough, divided', '2 (8 ounce) packages cream cheese, softened', '½ cup white sugar', '1 teaspoon vanilla extract', '1 (20 ounce) can apple pie filling', '½ cup unsalted butter, melted']"
Danish Rugbrod (Rye Bread) for the Bread Machine,https://www.allrecipes.com/recipe/241109/danish-rugbrod-rye-bread-for-the-bread-machine/,Danish,"['1 ½ cups water', '1 tablespoon honey', '1 tablespoon butter', '1 teaspoon salt', '2 cups rye flour', '1 cup all-purpose flour', '1 cup whole wheat flour', '¼ cup rye flakes (Optional)', '1 tablespoon white sugar', '2 teaspoons bread machine yeast']"
Danish Oven Pancake (Aeggekage),https://www.allrecipes.com/recipe/139517/danish-oven-pancake-aeggekage/,Danish,"['8  eggs', '2 cups milk', '2 teaspoons white sugar', '1 ½ teaspoons salt', '2 cups all-purpose flour', '½ cup butter', '2 cups fresh or frozen mixed berries', '1 tablespoon fresh lemon juice', ""  confectioners' sugar for dusting"", '  whipped cream, for serving']"
Danish Chicken Liver Pate,https://www.allrecipes.com/recipe/257981/danish-chicken-liver-pate/,Danish,"['2 tablespoons all-purpose flour', '1 teaspoon water, or as needed', '1 pound chicken livers, trimmed', '1 ¼ cups heavy whipping cream', '1  onion, quartered', '2  eggs', '2 tablespoons butter, melted', '1 teaspoon salt', '¼ teaspoon ground nutmeg', '  ground black pepper to taste']"
Speculaas Cookies or Spicy Sinterklass Cakes,https://www.allrecipes.com/recipe/95628/speculaas-cookies-or-spicy-sinterklass-cakes/,Danish,"['2 tablespoons milk', '⅔ cup dark brown sugar', '2 cups sifted all-purpose flour', '1 teaspoon ground cloves', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '½ teaspoon ground ginger', '¼ teaspoon baking powder', '¼ teaspoon salt', '2 tablespoons chopped slivered almonds', '2 tablespoons chopped candied citron', '⅔ cup butter', '½ cup slivered almonds']"
Danish Cabbage,https://www.allrecipes.com/recipe/38029/danish-cabbage/,Danish,"['1 large head cabbage, cored and sliced thin', '3 cups boiling water', '1 cup sour cream', '1 teaspoon caraway seeds', '½ teaspoon salt']"
Havregrynskugler (Danish Oat Balls),https://www.allrecipes.com/recipe/283706/havregrynskugler-danish-oat-balls/,Danish,"['5 tablespoons unsalted butter, softened', '2 ¼ cups rolled oats', '¼ cup white sugar', '1 tablespoon unsweetened cocoa powder', '1 teaspoon vanilla sugar', '¾ cup coconut flour']"
Sugared Danish Butter Cookies with Pecan Halves,https://www.allrecipes.com/recipe/212867/sugared-danish-butter-cookies-with-pecan-halves/,Danish,"['4 cups all-purpose flour', '1 ½ cups white sugar (Optional)', '1  egg', '2 teaspoons vanilla extract', '1 ½ cups cold unsalted butter, cut into chunks', '1  egg, beaten', '3 tablespoons coarse sugar crystals (Optional)', '88  pecan halves, toasted', '1 tablespoon coarse sugar crystals for sprinkling (Optional)']"
Potato Soup with Gravlax Rosettes,https://www.allrecipes.com/recipe/213565/potato-soup-with-gravlax-rosettes/,Danish,"['1 tablespoon butter', '3  russet potatoes, peeled and finely diced', '1  onion, chopped', '2 cups vegetable broth', '6 tablespoons mascarpone cheese', '  salt and black pepper to taste', '½ teaspoon lemon juice, or to taste', '4 (1 ounce) slices thinly sliced smoked salmon (gravlax)', '2 tablespoons mascarpone cheese', '1 tablespoon chopped fresh chives']"
Apple Danish Bars,https://www.allrecipes.com/recipe/283013/apple-danish-bars/,Danish,"['1 large egg', '3 cups all-purpose flour', '½ teaspoon salt', '1 cup shortening', '½ cup milk']"
Danish Christmas Red Cabbage,https://www.allrecipes.com/recipe/79136/danish-christmas-red-cabbage/,Danish,"['1 small head red cabbage, cored and shredded', '2 cups white sugar', '2 cups white vinegar', '2 teaspoons salt', '3 cups water']"
Grandma's Aebleskevers,https://www.allrecipes.com/recipe/285176/grandmas-aebleskevers/,Danish,"['2 large eggs, separated', '¾ cup all-purpose flour', '1 tablespoon white sugar', '½ teaspoon baking powder', '1 pinch salt', '¾ cup sweetened condensed milk', '1 tablespoon shortening', '¼ cup unsalted butter, melted, or as needed']"
Aebleskiver,https://www.allrecipes.com/recipe/11037/aebleskiver/,Danish,"['2 large egg whites', '2 cups buttermilk', '2 cups all-purpose flour', '2 large egg yolks', '4 tablespoons butter, melted', '1 tablespoon white sugar', '2 teaspoons baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '1 cup vegetable oil for frying']"
Danish Kringle,https://www.allrecipes.com/recipe/23971/danish-kringle/,Danish,"['2 cups all-purpose flour, plus more as needed', '1/4 teaspoon salt', '1 cup cold butter, cubed', '1 cup sour cream']"
Frikadeller (Danish Meatballs),https://www.allrecipes.com/recipe/111291/frikadeller-danish-meatballs/,Danish,"['½ pound ground veal', '½ pound ground pork', '¼ cup milk, or as needed', '¼ cup finely grated onion', '1 large egg', '¼ cup bread crumbs, or as needed', '¼ cup all-purpose flour', '¼ cup seltzer water', '  salt and pepper to taste', '¼ cup margarine']"
Dutch Apple Cake,https://www.allrecipes.com/recipe/7619/dutch-apple-cake/,Dutch,"['½ cup shortening', '1 cup white sugar', '1  egg', '1 ½ teaspoons vanilla extract', '1 ½ cups all-purpose flour', '1 tablespoon baking powder', '½ teaspoon salt', '¾ cup milk', '2  apples - peeled, cored and cut into eighths', '¼ cup white sugar', '1 teaspoon ground cinnamon']"
Banket,https://www.allrecipes.com/recipe/11433/banket/,Dutch,"['2 cups all-purpose flour', '1 cup cold butter', '½ cup water', '1 ½ cups almond paste', '2 large eggs', '¾ cup white sugar, plus more for sprinkling', '¼ teaspoon almond extract', '1 pinch salt']"
Poffertjes (Dutch Mini Pancakes),https://www.allrecipes.com/recipe/283744/poffertjes-dutch-mini-pancakes/,Dutch,"['2 cups self-rising flour', '1 pinch salt', '1 cup milk at room temperature', '2 large eggs', '2 tablespoons maple syrup']"
Dutch Croquetten,https://www.allrecipes.com/recipe/68583/dutch-croquetten/,Dutch,"['1 pound lean ground veal', '2 tablespoons butter', '4 tablespoons all-purpose flour', '½ cup milk', '½ cup chicken broth', '½ teaspoon paprika', '½ teaspoon chili powder (Optional)', '1 teaspoon curry powder (Optional)', '½ teaspoon salt', '¼ teaspoon pepper', '1 teaspoon Worcestershire sauce', '1 teaspoon finely chopped fresh parsley', '8 ounces spiced Gouda cheese, cut into strips (Optional)', '1  egg', '½ cup all-purpose flour', '2 tablespoons water', '1 ½ cups seasoned dry bread crumbs', '1 cup oil for frying']"
Gehakt Ballen (Dutch Meatballs),https://www.allrecipes.com/recipe/238440/gehakt-ballen-dutch-meatballs/,Dutch,"['1 pound ground meatloaf mix (beef, pork veal)', '4 slices white bread', '⅓ cup milk', '1  egg, beaten', '1 small onion, finely chopped', '1 tablespoon freshly grated nutmeg', '½ teaspoon ground cloves', '  salt and ground black pepper to taste', '½ cup butter', '2 cups water', '1 (14.5 ounce) can diced tomatoes', '1 (14 ounce) can beef broth', '1 (1 ounce) package dry onion soup mix']"
Jan Hagel Cookies,https://www.allrecipes.com/recipe/10770/jan-hagel-cookies/,Dutch,"['1 cup unsalted butter, softened', '1 cup white sugar', '2 cups all-purpose flour', '½ teaspoon ground cinnamon', '1 large egg, separated, divided', '1 teaspoon water', '½ cup finely chopped walnuts']"
Hachee (Dutch Beef Stew),https://www.allrecipes.com/recipe/284685/hachee-dutch-beef-stew/,Dutch,"['2 tablespoons oil, divided', '1 (1 pound) package beef stew meat, cut into 1/2-inch cubes', '1 pinch salt and pepper to taste', '1 cup water', '2 pounds onions, chopped', '2 whole cloves', '2 large bay leaves', '1 cube beef bouillon granules', '1 tablespoon vinegar, or more to taste', '1 teaspoon white sugar', '1 teaspoon curry powder, or to taste', '1 tablespoon potato starch']"
Dutch Bokkenpootjes - Goat's Feet,https://www.allrecipes.com/recipe/216586/dutch-bokkenpootjes-goats-feet/,Dutch,"['8  egg whites', '1 ¾ cups white sugar', '5 ¼ cups almond meal', '1 teaspoon ground cinnamon', '  zest from 1 lemon', '1 teaspoon vanilla extract']"
Speculaas Cookies,https://www.allrecipes.com/recipe/221873/speculaas-cookies/,Dutch,"['1 ½ cups brown sugar', '1 cup unsalted butter, softened', '1  egg', '1 ½ teaspoons ground cinnamon', '1 teaspoon baking powder', '½ teaspoon ground cloves', '½ teaspoon ground nutmeg', '3 cups all-purpose flour']"
Lahmacun Turkish Pizza,https://www.allrecipes.com/recipe/215594/lahmacun-turkish-pizza/,Dutch,"['1 teaspoon chopped garlic', '1  yellow onion, chopped', '3 tablespoons chopped fresh basil', '½ cup chopped fresh parsley', '2 tablespoons chopped fresh mint', '½ teaspoon paprika', '½ teaspoon ground cumin', '½ teaspoon ground coriander seed', '½ cup green bell pepper, diced', '½ cup red bell pepper, diced', '½  lemon, juiced', '4 teaspoons olive oil', '4  roma (plum) tomatoes, halved', '1 pound lean ground lamb', '6 tablespoons double concentrated tomato paste', '  cayenne pepper to taste', '  salt to taste']"
Dutch Cookies,https://www.allrecipes.com/recipe/9524/dutch-cookies/,Dutch,"['½ cup butter', '½ cup shortening', '1 cup white sugar', '2 cups all-purpose flour', '½ teaspoon baking soda', '  salt to taste', '1 teaspoon vanilla extract', '1 cup semi-sweet chocolate chips']"
Holland Butter Cookies,https://www.allrecipes.com/recipe/19187/holland-butter-cookies/,Dutch,"['2 cups butter', '3 cups all-purpose flour', '1 ¼ cups white sugar', '⅛ teaspoon baking soda']"
Stroopwafels with Treacle,https://www.allrecipes.com/recipe/246572/stroopwafels-with-treacle/,Dutch,"['4 cups all-purpose flour', '1 cup butter, melted', '¾ cup white sugar', '¼ cup lukewarm milk', '1  egg', '2 (.25 ounce) packages active dry yeast']"
Holland Boterkoek,https://www.allrecipes.com/recipe/140905/holland-boterkoek/,Dutch,"['⅔ cup butter, softened', '1 cup white sugar', '1 ½ teaspoons almond extract', '1  egg, beaten', '1 ½ cups all-purpose flour', '½ teaspoon baking powder']"
Speculaas Cookies or Spicy Sinterklass Cakes,https://www.allrecipes.com/recipe/95628/speculaas-cookies-or-spicy-sinterklass-cakes/,Dutch,"['2 tablespoons milk', '⅔ cup dark brown sugar', '2 cups sifted all-purpose flour', '1 teaspoon ground cloves', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '½ teaspoon ground ginger', '¼ teaspoon baking powder', '¼ teaspoon salt', '2 tablespoons chopped slivered almonds', '2 tablespoons chopped candied citron', '⅔ cup butter', '½ cup slivered almonds']"
Stroopwaffels I,https://www.allrecipes.com/recipe/11160/stroopwaffels-i/,Dutch,"['4 cups all-purpose flour', '½ cup white sugar', '1 cup butter', '2  eggs', '1 (.25 ounce) package active dry yeast', '½ cup warm water', '1 ½ cups packed brown sugar', '1 cup butter', '1 teaspoon ground cinnamon', '6 tablespoons dark corn syrup']"
Dutch Boterkoek,https://www.allrecipes.com/recipe/148048/dutch-boterkoek/,Dutch,"['2 ½ cups all-purpose flour', '1 teaspoon baking powder (Optional)', '1 ¼ cups butter', '¾ cup white sugar', '1 tablespoon lemon zest', '1 teaspoon vanilla extract', '1 tablespoon milk (Optional)']"
Botercake (Butter Cake),https://www.allrecipes.com/recipe/7300/botercake-butter-cake/,Dutch,"['1 ⅛ cups butter, softened', '1 ¼ cups white sugar', '1 ¼ teaspoons vanilla sugar', '2 tablespoons grated lemon zest', '1 tablespoon white sugar', '1 teaspoon salt', '5  eggs', '2 cups all-purpose flour', '1 teaspoon baking powder']"
Appeltaart (Dutch Apple Tart),https://www.allrecipes.com/recipe/258330/appeltaart-dutch-apple-tart/,Dutch,"['2 cups all-purpose flour', '¾ cup butter, softened', '2 large eggs, beaten, divided', '⅓ cup white sugar', '1 tablespoon white sugar', '1 teaspoon ground cinnamon']"
Stroopwaffels II,https://www.allrecipes.com/recipe/19234/stroopwaffels-ii/,Dutch,"['1 ¼ cups all-purpose flour', '1 teaspoon baking powder', '1 pinch salt', '2  eggs', '¾ cup white sugar', '1 teaspoon vanilla extract', '2 teaspoons lemon extract', '⅓ cup butter, melted', '1 cup white sugar', '1 tablespoon corn syrup', '1 teaspoon lemon juice', '6 tablespoons heavy cream']"
Dutch Apple Pie with Oatmeal Streusel,https://www.allrecipes.com/recipe/15683/dutch-apple-pie-with-oatmeal-streusel/,Dutch,"['5 cups apples - peeled, cored and sliced', '⅔ cup white sugar', '2 tablespoons all-purpose flour', '½ teaspoon ground cinnamon', '¼ teaspoon ground nutmeg', '¼ teaspoon ground allspice', '1 (9 inch) frozen pie crust', '2 tablespoons butter', '  aluminum foil']"
Boterkoek (Dutch Butter Cake),https://www.allrecipes.com/recipe/139069/boterkoek-dutch-butter-cake/,Dutch,"['2 large eggs', '2 ½ cups all-purpose flour', '2 teaspoons baking powder', '1 ½ cups white sugar', '1 cup butter, softened', '1 tablespoon almond extract', '2 tablespoons thinly sliced almonds (Optional)']"
Stroopwafels,https://www.allrecipes.com/recipe/79797/stroopwafels/,Dutch,"['4 cups all-purpose flour', '1 ⅛ cups butter, melted', '¾ cup white sugar', '¼ cup warm milk', '1 large egg', '2 (.25 ounce) envelopes active dry yeast', '  cooking spray']"
Chicken Arroz Caldo (Chicken Rice Porridge),https://www.allrecipes.com/recipe/212940/chicken-arroz-caldo-chicken-rice-porridge/,Filipino,"['2 tablespoons olive oil', '1  onion, diced', '2 cloves garlic, crushed', '1 (2 inch) piece fresh ginger, peeled and thinly sliced', '2 ¼ pounds chicken wings, split and tips discarded', '1 tablespoon fish sauce (Optional)', '5 ¼ cups chicken broth', '1 cup glutinous sweet rice', '  salt and pepper to taste', '1  green onion, chopped', '1  lemon, sliced (Optional)', '1 teaspoon fish sauce for sprinkling, if desired (Optional)']"
Quick and Easy Pancit,https://www.allrecipes.com/recipe/47015/quick-and-easy-pancit/,Filipino,"['1 (12 ounce) package dried rice noodles', '1 teaspoon vegetable oil', '1  onion, finely diced', '3 cloves garlic, minced', '2 cups diced cooked chicken breast meat', '1 small head cabbage, thinly sliced', '4  carrot, thinly sliced', '¼ cup soy sauce', '2  lemons - cut into wedges, for garnish']"
Chicken Tinola,https://www.allrecipes.com/recipe/212929/chicken-tinola/,Filipino,"['1 tablespoon cooking oil', '1 medium onion, chopped', '2 cloves garlic, minced', '1 (1 1/2 inch) piece fresh ginger, peeled and thinly sliced', '1 tablespoon fish sauce', '3 pounds chicken legs and thighs, rinsed and patted dry', '2 (14 ounce) cans chicken broth', '1  chayote squash, peeled and cut into bite-sized pieces', '  salt and ground black pepper to taste', '1 head bok choy, chopped', '1 (8 ounce) package fresh spinach, chopped']"
Famous Chicken Adobo,https://www.allrecipes.com/recipe/128699/famous-chicken-adobo/,Filipino,"['2 tablespoons vegetable oil', '1 (3 pound) chicken, cut into pieces', '1 large onion, quartered and sliced', '2 tablespoons minced garlic', '⅔ cup low sodium soy sauce', '⅓ cup white vinegar', '1 tablespoon garlic powder', '2 teaspoons black pepper', '1  bay leaf']"
Atchara (Filipino Pickled Red Cabbage),https://www.allrecipes.com/recipe/278065/quick-pickled-red-cabbage-atchara/,Filipino,"['1 pound red cabbage, finely shredded', '½ cup spiced cane vinegar (or coconut vinegar)', '1 tablespoon white sugar', '2 teaspoons whole coriander seeds', '1 ½ teaspoons ground black pepper', '1 teaspoon kosher salt', '1  Thai chile, chopped']"
Pinakbet,https://www.allrecipes.com/recipe/212994/pinakbet/,Filipino,"['3 tablespoons olive oil', '1  onion, chopped', '2 cloves garlic, minced', '½ pound pork loin, chopped', '½ pound peeled and deveined prawns', '  salt and pepper to taste', '1  tomato, chopped', '¼ pound zucchini, seeded and cut into bite-size pieces', '¼ pound fresh okra, ends trimmed', '¼ pound fresh green beans, trimmed', '¼ pound eggplant, cut into bite-size pieces', '1 small bitter melon, cut into bite-size pieces']"
Pork Sinigang,https://www.allrecipes.com/recipe/204958/pork-sinigang/,Filipino,"['1 tablespoon vegetable oil', '1 small onion, chopped', '1 teaspoon salt', '1 (1/2 inch) piece fresh ginger, chopped', '2  plum tomatoes, cut into 1/2-inch dice', '1 pound bone-in pork chops', '4 cups water, more if needed', '1 (1.41 ounce) package tamarind soup base (such as Knorr®)', '½ pound fresh green beans, trimmed']"
Lumpia (Shanghai Version),https://www.allrecipes.com/recipe/40351/lumpia-shanghai-version/,Filipino,"['1 pound ground pork', '1 pound ground beef', '1  medium onion, finely chopped', '1  carrot, grated', '¼ cup soy sauce', '2 tablespoons salt', '1 ½ tablespoons garlic powder', '2 ½ teaspoons black pepper', '1 (16 ounce) package spring roll wrappers', '¼ cup water, or as needed', '1 ½ quarts oil for frying']"
Cassava Cake,https://www.allrecipes.com/recipe/212941/cassava-cake/,Filipino,"['2 cups grated, peeled yuca', '1 (14 ounce) can coconut milk', '1 (14 ounce) can sweetened condensed milk', '1 (12 ounce) can evaporated milk', '2 large eggs, beaten']"
Lumpia in the Air Fryer,https://www.allrecipes.com/recipe/270708/lumpia-in-the-air-fryer/,Filipino,"['1 pound Italian hot sausage links', '½ cup finely sliced green onions', '½ cup finely chopped carrots', '½ cup finely chopped water chestnuts', '¼ cup diced onions', '2 cloves garlic, minced', '2 tablespoons soy sauce', '½ teaspoon salt', '¼ teaspoon ground ginger', '16  spring roll wrappers', '  avocado oil cooking spray']"
Filipino Beef Steak,https://www.allrecipes.com/recipe/212911/filipino-beef-steak/,Filipino,"['4 pounds New York strip steak, sliced thin', '1  lemon, juiced', '3 tablespoons soy sauce', '1 teaspoon white sugar', '  salt and pepper to taste', '1 tablespoon cornstarch', '¼ cup vegetable oil', '3 tablespoons olive oil', '1  onion, chopped', '2 cloves garlic, chopped']"
Atsara (Papaya Relish),https://www.allrecipes.com/recipe/212921/atsara-papaya-relish/,Filipino,"['4 cups grated fresh green papaya', '¼ cup salt', '1  carrot, peeled and sliced', '1  red bell pepper, sliced into long strips', '2  green chile peppers, sliced into thin rings', '1 (2 inch) piece fresh ginger root, peeled and sliced', '1 (1.5 ounce) box raisins', '1 cup white vinegar', '1 cup water', '1 cup white sugar', '1 teaspoon salt']"
Traci's Adobo Seasoning,https://www.allrecipes.com/recipe/214086/tracis-adobo-seasoning/,Filipino,"['2 tablespoons salt', '1 tablespoon paprika', '2 teaspoons ground black pepper', '1 ½ teaspoons onion powder', '1 ½ teaspoons dried oregano', '1 ½ teaspoons ground cumin', '1 teaspoon garlic powder', '1 teaspoon chili powder']"
Learn the Filipino Trick for Measuring Water for Rice,https://www.allrecipes.com/article/a-foolproof-way-to-prevent-dry-or-soggy-rice/,Filipino,[]
Empanada Dough,https://www.allrecipes.com/recipe/212956/empanada-dough/,Filipino,"['2 cups all-purpose flour', '⅓ cup white sugar', '½ teaspoon salt', '½ cup water', '1 large egg yolk', '2 tablespoons all-purpose flour for dusting', '2 tablespoons butter, melted']"
Adobong Pusit (Squid Adobo),https://www.allrecipes.com/recipe/212923/adobong-pusit-squid-adobo/,Filipino,"['2 ¼ pounds squid, cleaned', '½ cup white vinegar', '½ cup water', '  salt and ground black pepper to taste', '2 tablespoons olive oil', '1 small onion, minced', '2 cloves garlic, minced', '1  tomato, chopped', '1 tablespoon soy sauce']"
Ginataang Manok (Chicken Cooked in Coconut Milk),https://www.allrecipes.com/recipe/204821/ginataang-manok-chicken-cooked-in-coconut-milk/,Filipino,"['3 tablespoons canola oil', '½ cup sliced fresh ginger', '1 (5 pound) whole chicken, cut into pieces', '  salt and ground black pepper to taste', '2 (14 ounce) cans coconut milk', '1 (10 ounce) package frozen chopped spinach, thawed and drained']"
Goat Stew,https://www.allrecipes.com/recipe/228238/goat-stew/,Filipino,"['1 pound bone-in goat meat, cut into large chunks', '¼ cup vinegar', '¼ cup soy sauce', '4 cloves garlic, crushed', '1 tablespoon vegetable oil', '1  onion, chopped', '1  red bell pepper, cut into 1-inch squares', '1 cup tomato sauce', '2 cups beef stock', '1  potato, peeled and cut into large chunks', '2  carrots, peeled and cut into large chunks', '½ cup green peas', '½ teaspoon salt', '¼ teaspoon pepper', '1 pinch cayenne pepper']"
Filipino Lechon Kawali,https://www.allrecipes.com/recipe/237899/filippino-lechon-kawali/,Filipino,"['1 ½ pounds pork belly, cut into small pieces', '3 cloves garlic, crushed', '2  bay leaves', '½ teaspoon salt', '½ teaspoon ground black pepper', '2 cups oil for frying, or as needed']"
Buchi,https://www.allrecipes.com/recipe/212935/buchi/,Filipino,"['1 ¼ cups water, divided', '3 ½ ounces green mung beans', '½ cup white sugar', '2 cups glutinous rice flour', '2 tablespoons white sugar', '⅛ teaspoon salt', '1 quart cooking oil']"
Filipino Beef Giniling (Afritada Style),https://www.allrecipes.com/recipe/265040/filipino-beef-giniling-afritada-style/,Filipino,"['1 tablespoon oil, or as needed', '1 clove garlic, minced', '2 pounds ground beef', '1 ½ cups water, divided, or more as needed', '  ground black pepper to taste', '2 medium red potatoes, cubed', '10  baby carrots, or more to taste, cubed', '6 tablespoons soy sauce, divided', '½ cup raisins, or more to taste', '1 ½ (6.5 ounce) cans tomato sauce with salt (such as Contadina®)', '½ medium orange bell pepper, diced', '4 tablespoons white sugar']"
Ube-Macapuno Cake,https://www.allrecipes.com/recipe/51518/ube-macapuno-cake/,Filipino,"['2 ½ cups cake flour', '3 teaspoons baking powder', '1 teaspoon salt', '1 cup ube (purple yam), cooked and finely grated', '¾ cup milk', '1 teaspoon vanilla extract', '7  egg yolks, lightly beaten', '½ cup corn syrup', '½ cup vegetable oil', '7  egg whites', '1 teaspoon cream of tartar', '1 cup white sugar', '6 drops red food color', '6 drops blue food coloring', '1 (12 ounce) jar macapuno (coconut preserves)']"
Filipino Lumpia,https://www.allrecipes.com/recipe/32010/filipino-lumpia/,Filipino,"['1 (12 ounce) package lumpia wrappers', '1 pound ground beef', '½ pound ground pork', '⅓ cup finely chopped onion', '⅓ cup finely chopped green bell pepper', '⅓ cup finely chopped carrot', '1 quart oil for frying']"
Sinigang na Bangus (Filipino Milkfish in Tamarind Broth),https://www.allrecipes.com/recipe/262439/sinigang-na-bangus-filipino-milkfish-in-tamarind-broth/,Filipino,"['5 cups water', '2  onions, sliced', '2  tomatoes, sliced', '1 pound milkfish (bangus), cut into 5 pieces', '2 small eggplants, sliced 1/8-inch thick', '1 cup fresh green beans, cut into 1-inch pieces', '2  white radishes (labanos), sliced', '5 pods okra, sliced', '3  small green chile peppers', '1 cup watercress (kangkong) leaves and stems', '½ cup tamarind powder', '1 pinch salt to taste']"
Siopao (Filipino Steamed Buns),https://www.allrecipes.com/recipe/213010/siopao-filipino-steamed-buns/,Filipino,"['3 ⅓ cups all-purpose flour', '½ cup white sugar', '½ teaspoon salt', '1 (.25 ounce) package active dry yeast', '1 cup lukewarm water', '¼ cup vegetable oil', '1 teaspoon vegetable oil, or as needed']"
Champorado,https://www.allrecipes.com/recipe/212939/champorado/,Filipino,"['1 cup glutinous sweet rice', '2 cups light coconut milk', '½ cup cocoa powder', '1 cup white sugar', '1 teaspoon salt', '1 cup thick coconut milk']"
Beef Nilaga,https://www.allrecipes.com/recipe/212912/beef-nilaga/,Filipino,"['4 ½ pounds beef short ribs', '1 quart water', '2  onions, chopped', '1 tablespoon black peppercorns, crushed', '2  beef bouillon cubes', '2  potatoes, quartered', '1  chayote squash, peeled and quartered', '2 stalks celery, quartered', '  salt to taste', '¼ head cabbage, cut into wedges']"
Filipino Avocado Milkshake,https://www.allrecipes.com/recipe/139425/filipino-avocado-milkshake/,Filipino,"['1 medium avocado - peeled, pitted, and cubed', '1 ⅓ cups milk', '1 scoop vanilla ice cream', '5 cubes ice', '3 tablespoons white sugar', '1 teaspoon fresh lemon or lime juice']"
Siopao (Filipino Steamed Dumplings),https://www.allrecipes.com/recipe/71067/siopao-filipino-steamed-dumplings/,Filipino,"['1 tablespoon active dry yeast', '1 ½ cups lukewarm water', '¼ cup white sugar', '4 ½ cups rice flour, divided', '½ cup solid vegetable shortening, divided', '1 teaspoon vegetable oil', '1 large onion, diced', '1 clove garlic, chopped, or to taste', '1 ½ pounds shredded cooked chicken meat', '¼ cup soy sauce', '2 teaspoons white sugar', '½ cup diced green onion', '1 pinch salt and black pepper to taste', '1 teaspoon cornstarch, if needed (Optional)']"
